104.17.208.246,SJC,North America,San Jose,153 ms
104.17.109.5,SJC,North America,San Jose,154 ms
104.18.205.79,SJC,North America,San Jose,156 ms
104.16.19.162,SJC,North America,San Jose,156 ms
104.19.1.203,SJC,North America,San Jose,158 ms
