104.25.202.160,FRA,Europe,Frankfurt,155 ms
104.24.90.41,FRA,Europe,Frankfurt,157 ms
104.27.46.140,FRA,Europe,Frankfurt,157 ms
104.25.136.7,FRA,Europe,Frankfurt,158 ms
104.25.46.197,FRA,Europe,Frankfurt,161 ms
